train_partseg.py:37: YAMLLoadWarning: calling yaml.load() without Loader=... is deprecated, as the default Loader is unsafe. Please read https://msg.pyyaml.org/load for full details.
  config = yaml.load(f)

**************************

[workers]: 4

[num_points]: 2048

[num_classes]: 50

[batch_size]: 28

[base_lr]: 0.001

[lr_clip]: 1e-05

[lr_decay]: 0.5

[decay_step]: 21

[epochs]: 200

[weight_decay]: 0

[bn_momentum]: 0.9

[bnm_clip]: 0.01

[bn_decay]: 0.5

[evaluate]: 1

[val_freq_epoch]: 0.7

[print_freq_iter]: 20

[input_channels]: 0

[relation_prior]: 1

[checkpoint]: 

[save_path]: seg

[data_root]: /media/disk3/pyy/Relation-Shape-CNN/shapenetcore_partanno_segmentation_benchmark_v0_normal

**************************

[epoch   1:   0/499] 	 train loss: 5.142435 	 lr: 0.00100
[epoch   3: 180/499] 	 train loss: 1.083584 	 lr: 0.00100
[epoch   3: 200/499] 	 train loss: 0.893496 	 lr: 0.00100
[epoch   3: 220/499] 	 train loss: 0.929278 	 lr: 0.00100
[epoch   3: 240/499] 	 train loss: 1.099079 	 lr: 0.00100
[epoch   3: 260/499] 	 train loss: 0.873056 	 lr: 0.00100
[epoch   3: 280/499] 	 train loss: 1.034775 	 lr: 0.00100
[epoch   3: 300/499] 	 train loss: 0.843951 	 lr: 0.00100
[epoch   3: 320/499] 	 train loss: 0.935342 	 lr: 0.00100
[epoch   3: 340/499] 	 train loss: 0.906129 	 lr: 0.00100
[epoch   3: 360/499] 	 train loss: 0.869794 	 lr: 0.00100
[epoch   3: 380/499] 	 train loss: 1.007080 	 lr: 0.00100
****** Airplane: 0.100440
****** Bag: 0.000000
****** Cap: 0.000000
****** Car: 0.063291
****** Chair: 0.209162
****** Earphone: 0.119048
****** Guitar: 0.000000
****** Knife: 0.000000
****** Lamp: 0.316434
****** Laptop: 0.000000
****** Motorbike: 0.055556
****** Mug: 0.026316
****** Pistol: 0.007576
****** Rocket: 0.000000
****** Skateboard: 0.215054
****** Table: 0.233097
************ Test Loss: 58.206139
************ Class_mIoU: 0.084123
************ Instance_mIoU: 0.171248
[epoch   3: 400/499] 	 train loss: 0.879305 	 lr: 0.00100
[epoch   3: 420/499] 	 train loss: 0.923165 	 lr: 0.00100
[epoch   3: 440/499] 	 train loss: 0.807203 	 lr: 0.00100
[epoch   3: 460/499] 	 train loss: 0.939753 	 lr: 0.00100
[epoch   3: 480/499] 	 train loss: 1.010388 	 lr: 0.00100
[epoch   4:   0/499] 	 train loss: 0.910159 	 lr: 0.00100
[epoch   4:  20/499] 	 train loss: 1.005517 	 lr: 0.00100
[epoch   4:  40/499] 	 train loss: 0.946112 	 lr: 0.00100
[epoch   4:  60/499] 	 train loss: 0.959298 	 lr: 0.00100
[epoch   4:  80/499] 	 train loss: 0.937258 	 lr: 0.00100
[epoch   4: 100/499] 	 train loss: 0.966282 	 lr: 0.00100
[epoch   4: 120/499] 	 train loss: 0.844289 	 lr: 0.00100
[epoch   4: 140/499] 	 train loss: 0.926421 	 lr: 0.00100
[epoch   4: 160/499] 	 train loss: 0.916571 	 lr: 0.00100
[epoch   4: 180/499] 	 train loss: 0.921210 	 lr: 0.00100
[epoch   4: 200/499] 	 train loss: 0.833029 	 lr: 0.00100
[epoch   4: 220/499] 	 train loss: 0.986975 	 lr: 0.00100
[epoch   4: 240/499] 	 train loss: 0.833120 	 lr: 0.00100
[epoch   4: 260/499] 	 train loss: 0.875959 	 lr: 0.00100
[epoch   4: 280/499] 	 train loss: 0.881378 	 lr: 0.00100
[epoch   4: 300/499] 	 train loss: 1.045318 	 lr: 0.00100
[epoch   4: 320/499] 	 train loss: 0.904110 	 lr: 0.00100
[epoch   4: 340/499] 	 train loss: 1.033559 	 lr: 0.00100
[epoch   4: 360/499] 	 train loss: 1.024299 	 lr: 0.00100
[epoch   4: 380/499] 	 train loss: 0.931243 	 lr: 0.00100
[epoch   4: 400/499] 	 train loss: 0.856400 	 lr: 0.00100
[epoch   4: 420/499] 	 train loss: 0.891923 	 lr: 0.00100
[epoch   4: 440/499] 	 train loss: 0.789631 	 lr: 0.00100
[epoch   4: 460/499] 	 train loss: 0.878287 	 lr: 0.00100
[epoch   4: 480/499] 	 train loss: 0.791415 	 lr: 0.00100
[epoch   5:   0/499] 	 train loss: 0.998420 	 lr: 0.00100
[epoch   5:  20/499] 	 train loss: 0.831246 	 lr: 0.00100
[epoch   5:  40/499] 	 train loss: 0.933726 	 lr: 0.00100
[epoch   5:  60/499] 	 train loss: 1.039019 	 lr: 0.00100
[epoch   5:  80/499] 	 train loss: 0.803931 	 lr: 0.00100
[epoch   5: 100/499] 	 train loss: 0.796069 	 lr: 0.00100
[epoch   5: 120/499] 	 train loss: 0.972052 	 lr: 0.00100
[epoch   5: 140/499] 	 train loss: 0.853681 	 lr: 0.00100
[epoch   5: 160/499] 	 train loss: 0.971470 	 lr: 0.00100
[epoch   5: 180/499] 	 train loss: 0.926910 	 lr: 0.00100
[epoch   5: 200/499] 	 train loss: 0.954289 	 lr: 0.00100
[epoch   5: 220/499] 	 train loss: 0.965218 	 lr: 0.00100
[epoch   5: 240/499] 	 train loss: 0.831459 	 lr: 0.00100
[epoch   5: 260/499] 	 train loss: 0.823323 	 lr: 0.00100
[epoch   5: 280/499] 	 train loss: 0.753180 	 lr: 0.00100
[epoch   5: 300/499] 	 train loss: 0.907040 	 lr: 0.00100
[epoch   5: 320/499] 	 train loss: 1.075619 	 lr: 0.00100
[epoch   5: 340/499] 	 train loss: 0.928327 	 lr: 0.00100
[epoch   5: 360/499] 	 train loss: 0.903194 	 lr: 0.00100
[epoch   5: 380/499] 	 train loss: 0.985306 	 lr: 0.00100
[epoch   5: 400/499] 	 train loss: 0.984976 	 lr: 0.00100
[epoch   5: 420/499] 	 train loss: 0.908487 	 lr: 0.00100
[epoch   5: 440/499] 	 train loss: 0.976628 	 lr: 0.00100
[epoch   5: 460/499] 	 train loss: 0.902836 	 lr: 0.00100
[epoch   5: 480/499] 	 train loss: 1.082265 	 lr: 0.00100
[epoch   6:   0/499] 	 train loss: 0.971116 	 lr: 0.00100
[epoch   6:  20/499] 	 train loss: 0.937853 	 lr: 0.00100
[epoch   6:  40/499] 	 train loss: 0.965923 	 lr: 0.00100
[epoch   6:  60/499] 	 train loss: 0.948905 	 lr: 0.00100
[epoch   6:  80/499] 	 train loss: 1.095517 	 lr: 0.00100
[epoch   6: 100/499] 	 train loss: 1.000506 	 lr: 0.00100
[epoch   6: 120/499] 	 train loss: 1.109318 	 lr: 0.00100
[epoch   6: 140/499] 	 train loss: 0.949624 	 lr: 0.00100
[epoch   6: 160/499] 	 train loss: 0.915795 	 lr: 0.00100
[epoch   6: 180/499] 	 train loss: 0.823231 	 lr: 0.00100
[epoch   6: 200/499] 	 train loss: 0.923650 	 lr: 0.00100
[epoch   6: 220/499] 	 train loss: 0.856851 	 lr: 0.00100
[epoch   6: 240/499] 	 train loss: 0.960976 	 lr: 0.00100
[epoch   6: 260/499] 	 train loss: 0.918694 	 lr: 0.00100
[epoch   6: 280/499] 	 train loss: 0.863201 	 lr: 0.00100
[epoch   6: 300/499] 	 train loss: 0.996851 	 lr: 0.00100
[epoch   6: 320/499] 	 train loss: 0.944400 	 lr: 0.00100
[epoch   6: 340/499] 	 train loss: 0.981276 	 lr: 0.00100
[epoch   6: 360/499] 	 train loss: 0.912375 	 lr: 0.00100
[epoch   6: 380/499] 	 train loss: 0.970751 	 lr: 0.00100
[epoch   6: 400/499] 	 train loss: 0.940278 	 lr: 0.00100
[epoch   6: 420/499] 	 train loss: 0.861615 	 lr: 0.00100
[epoch   6: 440/499] 	 train loss: 0.865070 	 lr: 0.00100
[epoch   6: 460/499] 	 train loss: 0.971696 	 lr: 0.00100
[epoch   6: 480/499] 	 train loss: 0.962246 	 lr: 0.00100
[epoch   7:   0/499] 	 train loss: 0.865296 	 lr: 0.00100
[epoch   7:  20/499] 	 train loss: 0.797946 	 lr: 0.00100
[epoch   7:  40/499] 	 train loss: 1.004449 	 lr: 0.00100
[epoch   7:  60/499] 	 train loss: 0.979869 	 lr: 0.00100
[epoch   7:  80/499] 	 train loss: 1.013857 	 lr: 0.00100
[epoch   7: 100/499] 	 train loss: 0.903556 	 lr: 0.00100
[epoch   7: 120/499] 	 train loss: 1.009667 	 lr: 0.00100
[epoch   7: 140/499] 	 train loss: 0.867777 	 lr: 0.00100
[epoch   7: 160/499] 	 train loss: 0.945287 	 lr: 0.00100
[epoch   7: 180/499] 	 train loss: 0.912929 	 lr: 0.00100
[epoch   7: 200/499] 	 train loss: 0.823825 	 lr: 0.00100
[epoch   7: 220/499] 	 train loss: 0.975554 	 lr: 0.00100
[epoch   7: 240/499] 	 train loss: 0.942057 	 lr: 0.00100
[epoch   7: 260/499] 	 train loss: 0.909857 	 lr: 0.00100
[epoch   7: 280/499] 	 train loss: 0.924702 	 lr: 0.00100
[epoch   7: 300/499] 	 train loss: 0.864062 	 lr: 0.00100
[epoch   7: 320/499] 	 train loss: 0.855799 	 lr: 0.00100
[epoch   7: 340/499] 	 train loss: 1.023719 	 lr: 0.00100
[epoch   7: 360/499] 	 train loss: 0.863812 	 lr: 0.00100
[epoch   7: 380/499] 	 train loss: 0.926905 	 lr: 0.00100
[epoch   7: 400/499] 	 train loss: 0.858003 	 lr: 0.00100
[epoch   7: 420/499] 	 train loss: 0.939359 	 lr: 0.00100
[epoch   7: 440/499] 	 train loss: 0.937264 	 lr: 0.00100
[epoch   7: 460/499] 	 train loss: 0.931154 	 lr: 0.00100
[epoch   7: 480/499] 	 train loss: 0.940320 	 lr: 0.00100
[epoch   8:   0/499] 	 train loss: 0.803598 	 lr: 0.00100
[epoch   8:  20/499] 	 train loss: 0.871683 	 lr: 0.00100
[epoch   8:  40/499] 	 train loss: 0.835957 	 lr: 0.00100
[epoch   8:  60/499] 	 train loss: 0.900354 	 lr: 0.00100
[epoch   8:  80/499] 	 train loss: 0.813256 	 lr: 0.00100
[epoch   8: 100/499] 	 train loss: 0.934414 	 lr: 0.00100
[epoch   8: 120/499] 	 train loss: 0.916580 	 lr: 0.00100
[epoch   8: 140/499] 	 train loss: 0.981718 	 lr: 0.00100
[epoch   8: 160/499] 	 train loss: 0.873574 	 lr: 0.00100
[epoch   8: 180/499] 	 train loss: 0.990516 	 lr: 0.00100
[epoch   8: 200/499] 	 train loss: 0.846805 	 lr: 0.00100
[epoch   8: 220/499] 	 train loss: 0.865116 	 lr: 0.00100
[epoch   8: 240/499] 	 train loss: 0.821931 	 lr: 0.00100
[epoch   8: 260/499] 	 train loss: 0.905395 	 lr: 0.00100
[epoch   8: 280/499] 	 train loss: 0.918849 	 lr: 0.00100
[epoch   8: 300/499] 	 train loss: 0.873601 	 lr: 0.00100
[epoch   8: 320/499] 	 train loss: 0.919284 	 lr: 0.00100
[epoch   8: 340/499] 	 train loss: 0.867089 	 lr: 0.00100
[epoch   8: 360/499] 	 train loss: 0.892360 	 lr: 0.00100
[epoch   8: 380/499] 	 train loss: 0.875395 	 lr: 0.00100
[epoch   8: 400/499] 	 train loss: 1.002187 	 lr: 0.00100
[epoch   8: 420/499] 	 train loss: 0.864613 	 lr: 0.00100
[epoch   8: 440/499] 	 train loss: 0.886634 	 lr: 0.00100
[epoch   8: 460/499] 	 train loss: 0.911412 	 lr: 0.00100
[epoch   8: 480/499] 	 train loss: 0.901671 	 lr: 0.00100
[epoch   9:   0/499] 	 train loss: 0.879871 	 lr: 0.00100
[epoch   9:  20/499] 	 train loss: 0.888090 	 lr: 0.00100
[epoch   9:  40/499] 	 train loss: 0.955218 	 lr: 0.00100
[epoch   9:  60/499] 	 train loss: 1.092649 	 lr: 0.00100
[epoch   9:  80/499] 	 train loss: 0.948969 	 lr: 0.00100
[epoch   9: 100/499] 	 train loss: 0.848054 	 lr: 0.00100
[epoch   9: 120/499] 	 train loss: 0.898642 	 lr: 0.00100
[epoch   9: 140/499] 	 train loss: 0.845950 	 lr: 0.00100
[epoch   9: 160/499] 	 train loss: 0.937476 	 lr: 0.00100
[epoch   9: 180/499] 	 train loss: 0.890304 	 lr: 0.00100
[epoch   9: 200/499] 	 train loss: 1.013320 	 lr: 0.00100
[epoch   9: 220/499] 	 train loss: 0.919855 	 lr: 0.00100
[epoch   9: 240/499] 	 train loss: 0.885470 	 lr: 0.00100
[epoch   9: 260/499] 	 train loss: 0.937314 	 lr: 0.00100
[epoch   9: 280/499] 	 train loss: 0.940420 	 lr: 0.00100
[epoch   9: 300/499] 	 train loss: 0.806309 	 lr: 0.00100
[epoch   9: 320/499] 	 train loss: 0.898786 	 lr: 0.00100
[epoch   9: 340/499] 	 train loss: 0.827560 	 lr: 0.00100
[epoch   9: 360/499] 	 train loss: 0.840112 	 lr: 0.00100
[epoch   9: 380/499] 	 train loss: 0.902157 	 lr: 0.00100
[epoch   9: 400/499] 	 train loss: 0.936226 	 lr: 0.00100
[epoch   9: 420/499] 	 train loss: 0.927775 	 lr: 0.00100
[epoch   9: 440/499] 	 train loss: 0.969876 	 lr: 0.00100
[epoch   9: 460/499] 	 train loss: 0.988797 	 lr: 0.00100
[epoch   9: 480/499] 	 train loss: 1.114130 	 lr: 0.00100
[epoch  10:   0/499] 	 train loss: 0.992712 	 lr: 0.00100
[epoch  10:  20/499] 	 train loss: 0.842056 	 lr: 0.00100
[epoch  10:  40/499] 	 train loss: 0.960285 	 lr: 0.00100
[epoch  10:  60/499] 	 train loss: 0.858686 	 lr: 0.00100
[epoch  10:  80/499] 	 train loss: 0.993724 	 lr: 0.00100
[epoch  10: 100/499] 	 train loss: 0.914881 	 lr: 0.00100
[epoch  10: 120/499] 	 train loss: 0.990102 	 lr: 0.00100
[epoch  10: 140/499] 	 train loss: 0.863739 	 lr: 0.00100
[epoch  10: 160/499] 	 train loss: 0.894184 	 lr: 0.00100
[epoch  10: 180/499] 	 train loss: 0.907701 	 lr: 0.00100
[epoch  10: 200/499] 	 train loss: 0.877438 	 lr: 0.00100
[epoch  10: 220/499] 	 train loss: 0.956416 	 lr: 0.00100
[epoch  10: 240/499] 	 train loss: 0.879977 	 lr: 0.00100
[epoch  10: 260/499] 	 train loss: 0.721860 	 lr: 0.00100
[epoch  10: 280/499] 	 train loss: 1.080128 	 lr: 0.00100
[epoch  10: 300/499] 	 train loss: 0.975096 	 lr: 0.00100
[epoch  10: 320/499] 	 train loss: 0.951468 	 lr: 0.00100
[epoch  10: 340/499] 	 train loss: 0.884083 	 lr: 0.00100
[epoch  10: 360/499] 	 train loss: 0.894461 	 lr: 0.00100
[epoch  10: 380/499] 	 train loss: 0.903121 	 lr: 0.00100
[epoch  10: 400/499] 	 train loss: 0.992646 	 lr: 0.00100
[epoch  10: 420/499] 	 train loss: 0.927968 	 lr: 0.00100
[epoch  10: 440/499] 	 train loss: 0.841076 	 lr: 0.00100
[epoch  10: 460/499] 	 train loss: 0.864165 	 lr: 0.00100
[epoch  10: 480/499] 	 train loss: 0.889657 	 lr: 0.00100
[epoch  11:   0/499] 	 train loss: 0.874899 	 lr: 0.00100
[epoch  11:  20/499] 	 train loss: 0.889266 	 lr: 0.00100
[epoch  11:  40/499] 	 train loss: 0.872719 	 lr: 0.00100
[epoch  11:  60/499] 	 train loss: 0.940576 	 lr: 0.00100
[epoch  11:  80/499] 	 train loss: 0.941947 	 lr: 0.00100
[epoch  11: 100/499] 	 train loss: 0.882574 	 lr: 0.00100
[epoch  11: 120/499] 	 train loss: 0.875723 	 lr: 0.00100
[epoch  11: 140/499] 	 train loss: 0.984436 	 lr: 0.00100
[epoch  11: 160/499] 	 train loss: 0.877993 	 lr: 0.00100
[epoch  11: 180/499] 	 train loss: 1.032567 	 lr: 0.00100
[epoch  11: 200/499] 	 train loss: 0.858808 	 lr: 0.00100
[epoch  11: 220/499] 	 train loss: 0.923503 	 lr: 0.00100
[epoch  11: 240/499] 	 train loss: 0.830775 	 lr: 0.00100
[epoch  11: 260/499] 	 train loss: 0.927009 	 lr: 0.00100
[epoch  11: 280/499] 	 train loss: 0.866046 	 lr: 0.00100
[epoch  11: 300/499] 	 train loss: 0.927613 	 lr: 0.00100
[epoch  11: 320/499] 	 train loss: 0.899920 	 lr: 0.00100
[epoch  11: 340/499] 	 train loss: 0.929700 	 lr: 0.00100
[epoch  11: 360/499] 	 train loss: 0.887044 	 lr: 0.00100
[epoch  11: 380/499] 	 train loss: 0.954420 	 lr: 0.00100
[epoch  11: 400/499] 	 train loss: 0.817943 	 lr: 0.00100
[epoch  11: 420/499] 	 train loss: 0.952757 	 lr: 0.00100
[epoch  11: 440/499] 	 train loss: 0.854387 	 lr: 0.00100
[epoch  11: 460/499] 	 train loss: 0.925275 	 lr: 0.00100
[epoch  11: 480/499] 	 train loss: 0.855253 	 lr: 0.00100
[epoch  12:   0/499] 	 train loss: 0.935293 	 lr: 0.00100
[epoch  12:  20/499] 	 train loss: 0.912961 	 lr: 0.00100
[epoch  12:  40/499] 	 train loss: 0.958919 	 lr: 0.00100
[epoch  12:  60/499] 	 train loss: 0.959038 	 lr: 0.00100
[epoch  12:  80/499] 	 train loss: 0.844448 	 lr: 0.00100
[epoch  12: 100/499] 	 train loss: 1.021764 	 lr: 0.00100
[epoch  12: 120/499] 	 train loss: 0.929496 	 lr: 0.00100
[epoch  12: 140/499] 	 train loss: 0.911077 	 lr: 0.00100
[epoch  12: 160/499] 	 train loss: 0.871398 	 lr: 0.00100
[epoch  12: 180/499] 	 train loss: 0.952898 	 lr: 0.00100
[epoch  12: 200/499] 	 train loss: 0.908101 	 lr: 0.00100
[epoch  12: 220/499] 	 train loss: 0.968718 	 lr: 0.00100
[epoch  12: 240/499] 	 train loss: 0.895846 	 lr: 0.00100
[epoch  12: 260/499] 	 train loss: 0.885195 	 lr: 0.00100
[epoch  12: 280/499] 	 train loss: 0.880785 	 lr: 0.00100
[epoch  12: 300/499] 	 train loss: 1.109967 	 lr: 0.00100
[epoch  12: 320/499] 	 train loss: 1.006474 	 lr: 0.00100
[epoch  12: 340/499] 	 train loss: 1.062038 	 lr: 0.00100
[epoch  12: 360/499] 	 train loss: 0.707454 	 lr: 0.00100
[epoch  12: 380/499] 	 train loss: 0.999460 	 lr: 0.00100
[epoch  12: 400/499] 	 train loss: 0.970288 	 lr: 0.00100
[epoch  12: 420/499] 	 train loss: 0.917711 	 lr: 0.00100
[epoch  12: 440/499] 	 train loss: 0.962698 	 lr: 0.00100
[epoch  12: 460/499] 	 train loss: 0.881823 	 lr: 0.00100
[epoch  12: 480/499] 	 train loss: 0.953217 	 lr: 0.00100
[epoch  13:   0/499] 	 train loss: 0.991166 	 lr: 0.00100
[epoch  13:  20/499] 	 train loss: 0.851997 	 lr: 0.00100
[epoch  13:  40/499] 	 train loss: 0.915993 	 lr: 0.00100
[epoch  13:  60/499] 	 train loss: 0.883111 	 lr: 0.00100
[epoch  13:  80/499] 	 train loss: 0.913022 	 lr: 0.00100
[epoch  13: 100/499] 	 train loss: 0.940485 	 lr: 0.00100
[epoch  13: 120/499] 	 train loss: 0.978401 	 lr: 0.00100
[epoch  13: 140/499] 	 train loss: 0.867987 	 lr: 0.00100
[epoch  13: 160/499] 	 train loss: 0.836289 	 lr: 0.00100
[epoch  13: 180/499] 	 train loss: 0.982038 	 lr: 0.00100
[epoch  13: 200/499] 	 train loss: 0.976833 	 lr: 0.00100
[epoch  13: 220/499] 	 train loss: 0.927440 	 lr: 0.00100
[epoch  13: 240/499] 	 train loss: 0.832306 	 lr: 0.00100
[epoch  13: 260/499] 	 train loss: 0.998274 	 lr: 0.00100
[epoch  13: 280/499] 	 train loss: 0.981255 	 lr: 0.00100
[epoch  13: 300/499] 	 train loss: 0.808918 	 lr: 0.00100
[epoch  13: 320/499] 	 train loss: 0.929016 	 lr: 0.00100
[epoch  13: 340/499] 	 train loss: 0.826083 	 lr: 0.00100
[epoch  13: 360/499] 	 train loss: 0.880375 	 lr: 0.00100
[epoch  13: 380/499] 	 train loss: 0.836611 	 lr: 0.00100
[epoch  13: 400/499] 	 train loss: 0.893232 	 lr: 0.00100
[epoch  13: 420/499] 	 train loss: 0.855772 	 lr: 0.00100
[epoch  13: 440/499] 	 train loss: 0.906731 	 lr: 0.00100
[epoch  13: 460/499] 	 train loss: 0.976744 	 lr: 0.00100
[epoch  13: 480/499] 	 train loss: 0.867275 	 lr: 0.00100
[epoch  14:   0/499] 	 train loss: 0.916831 	 lr: 0.00100
[epoch  14:  20/499] 	 train loss: 0.922881 	 lr: 0.00100
[epoch  14:  40/499] 	 train loss: 0.908850 	 lr: 0.00100
[epoch  14:  60/499] 	 train loss: 0.949272 	 lr: 0.00100
[epoch  14:  80/499] 	 train loss: 0.853216 	 lr: 0.00100
[epoch  14: 100/499] 	 train loss: 0.945112 	 lr: 0.00100
[epoch  14: 120/499] 	 train loss: 0.952052 	 lr: 0.00100
[epoch  14: 140/499] 	 train loss: 0.937281 	 lr: 0.00100
[epoch  14: 160/499] 	 train loss: 0.977085 	 lr: 0.00100
[epoch  14: 180/499] 	 train loss: 1.039393 	 lr: 0.00100
[epoch  14: 200/499] 	 train loss: 0.993865 	 lr: 0.00100
[epoch  14: 220/499] 	 train loss: 0.969268 	 lr: 0.00100
[epoch  14: 240/499] 	 train loss: 0.877716 	 lr: 0.00100
[epoch  14: 260/499] 	 train loss: 0.915701 	 lr: 0.00100
