train_partseg.py:37: YAMLLoadWarning: calling yaml.load() without Loader=... is deprecated, as the default Loader is unsafe. Please read https://msg.pyyaml.org/load for full details.
  config = yaml.load(f)

**************************

[workers]: 4

[num_points]: 2048

[num_classes]: 50

[batch_size]: 28

[base_lr]: 0.01

[lr_clip]: 1e-05

[lr_decay]: 0.5

[decay_step]: 50

[epochs]: 500

[weight_decay]: 0

[bn_momentum]: 0.9

[bnm_clip]: 0.01

[bn_decay]: 0.5

[evaluate]: 1

[val_freq_epoch]: 10

[print_freq_iter]: 20

[input_channels]: 0

[relation_prior]: 1

[checkpoint]: 

[save_path]: seg

[data_root]: /media/disk3/pyy/Relation-Shape-CNN/shapenetcore_partanno_segmentation_benchmark_v0_normal

**************************

[epoch   1:   0/499] 	 train loss: 5.008101 	 lr: 0.01000
[epoch   5: 120/499] 	 train loss: 0.834825 	 lr: 0.01000
[epoch   5: 140/499] 	 train loss: 0.806318 	 lr: 0.01000
[epoch   5: 160/499] 	 train loss: 0.861039 	 lr: 0.01000
[epoch   5: 180/499] 	 train loss: 0.982755 	 lr: 0.01000
[epoch   5: 200/499] 	 train loss: 0.959724 	 lr: 0.01000
[epoch   5: 220/499] 	 train loss: 0.896601 	 lr: 0.01000
[epoch   5: 240/499] 	 train loss: 0.947534 	 lr: 0.01000
[epoch   5: 260/499] 	 train loss: 0.817745 	 lr: 0.01000
[epoch   5: 280/499] 	 train loss: 0.926661 	 lr: 0.01000
[epoch   5: 300/499] 	 train loss: 0.971409 	 lr: 0.01000
[epoch   5: 320/499] 	 train loss: 0.840630 	 lr: 0.01000
[epoch   5: 340/499] 	 train loss: 0.816620 	 lr: 0.01000
[epoch   5: 360/499] 	 train loss: 0.856727 	 lr: 0.01000
[epoch   5: 380/499] 	 train loss: 0.996910 	 lr: 0.01000
[epoch   5: 400/499] 	 train loss: 0.879355 	 lr: 0.01000
[epoch   5: 420/499] 	 train loss: 1.003113 	 lr: 0.01000
[epoch   5: 440/499] 	 train loss: 0.919123 	 lr: 0.01000
[epoch   5: 460/499] 	 train loss: 0.811954 	 lr: 0.01000
[epoch   5: 480/499] 	 train loss: 0.985199 	 lr: 0.01000
[epoch   6:   0/499] 	 train loss: 0.895054 	 lr: 0.01000
[epoch   6:  20/499] 	 train loss: 0.836412 	 lr: 0.01000
[epoch   6:  40/499] 	 train loss: 0.980243 	 lr: 0.01000
[epoch   6:  60/499] 	 train loss: 0.782067 	 lr: 0.01000
[epoch   6:  80/499] 	 train loss: 0.789371 	 lr: 0.01000
[epoch   6: 100/499] 	 train loss: 0.845457 	 lr: 0.01000
[epoch   6: 120/499] 	 train loss: 0.835244 	 lr: 0.01000
[epoch   6: 140/499] 	 train loss: 0.862055 	 lr: 0.01000
[epoch   6: 160/499] 	 train loss: 0.964899 	 lr: 0.01000
[epoch   6: 180/499] 	 train loss: 1.014951 	 lr: 0.01000
[epoch   6: 200/499] 	 train loss: 0.883276 	 lr: 0.01000
[epoch   6: 220/499] 	 train loss: 0.838605 	 lr: 0.01000
[epoch   6: 240/499] 	 train loss: 0.843088 	 lr: 0.01000
[epoch   6: 260/499] 	 train loss: 0.882755 	 lr: 0.01000
[epoch   6: 280/499] 	 train loss: 0.816461 	 lr: 0.01000
[epoch   6: 300/499] 	 train loss: 0.890459 	 lr: 0.01000
